,Product name,Rating,Summary,Review,sentiment_score,sentiment
4468,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Awesome 😎READ MORE,0.6249,Positive
4469,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Good productREAD MORE,0.4404,Positive
4471,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Amazing phoneREAD MORE,0.5859,Positive
4472,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Superb mobile with grate discount.READ MORE,0.6249,Positive
4473,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Too goodREAD MORE,0.0,Neutral
4474,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Nobody is reading reviews to buy the iPhoneREAD MORE,0.0,Neutral
4475,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Useless product,"The product is fine, the buying experience was horrible. Better to avoid buying anything from Flipkart.READ MORE",-0.25,Negative
4477,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Very goodREAD MORE,0.0,Neutral
4478,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Good productREAD MORE,0.4404,Positive
4480,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Worth the money,Love it 😍READ MORE,0.6369,Positive
4483,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,good qualityREAD MORE,0.4404,Positive
4484,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",2,Not good,Battery getting down fastREAD MORE,0.0,Neutral
4485,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Awesome smartphone by Apple as always ...READ MORE,0.6249,Positive
4486,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,After six month I have reviewed this item over all good thanks AppleREAD MORE,0.7003,Positive
4487,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Camera is amazing.READ MORE,0.0,Neutral
4488,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,overall good product....satisfiedREAD MORE,0.4404,Positive
4489,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,Really monster of a phone.READ MORE,0.0,Neutral
4491,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,"Switching from android to iphone,Everything is premium in this phone ,camera and performance are brilliantREAD MORE",0.0,Neutral
4492,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,So niceREAD MORE,0.0,Neutral
4493,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Did not meet expectations,Worst phoneREAD MORE,-0.6249,Negative
4494,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Product is well 👌 perfect workingREAD MORE,0.7003,Positive
4495,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Nice phoneREAD MORE,0.4215,Positive
4496,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good quality product,We received the product in good condition and is working fine for the last 20 days.READ MORE,0.5719,Positive
4500,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good choice,POWER FULL CEMRA PERFORMANCEREAD MORE,0.0,Neutral
4501,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Genuine product....thanksREAD MORE,0.0,Neutral
4502,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,amazing phoneREAD MORE,0.5859,Positive
4503,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Worth the money,Except battery backup everything is fineREAD MORE,0.0,Neutral
4504,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Excellent mobile with best featureREAD MORE,0.836,Positive
4505,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,V goodREAD MORE,0.0,Neutral
4506,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Phone is awesome.READ MORE,0.0,Neutral
4507,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Good Battery back up and good CameraREAD MORE,0.7003,Positive
4508,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,This is an awesome phone. No competition no comparisons.READ MORE,0.1779,Neutral
4509,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Awesome 😍READ MORE,0.6249,Positive
4510,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Best deviceREAD MORE,0.6369,Positive
4511,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,"You must know that the brand is iPhone, how will it not be expected, what is its amazing look.🥹✨❣️READ MORE",0.5859,Positive
4512,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,The perfect 👍READ MORE,0.5719,Positive
4513,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Good cameraREAD MORE,0.4404,Positive
4515,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Don't waste your money,Heating issue comingREAD MORE,0.0,Neutral
4517,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Nothing more to add it speaks for itselfREAD MORE,0.0,Neutral
4518,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Very goodREAD MORE,0.0,Neutral
4519,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Ok niceNiceREAD MORE,0.296,Positive
4521,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Good deviceREAD MORE,0.4404,Positive
4522,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Nice colourREAD MORE,0.4215,Positive
4523,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Super Quality Best Picture ExperianceREAD MORE,0.8442,Positive
4525,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Worth the money,Nice mobileREAD MORE,0.4215,Positive
4527,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Very niceREAD MORE,0.0,Neutral
4528,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Mind-blowing purchase,SUPER PRODUCT...I LIKE IT..READ MORE,0.7506,Positive
4530,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Just okay,Phone ok but e kart service is very bad and worstREAD MORE,-0.6798,Negative
4531,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,iPhone at its bestREAD MORE,0.0,Neutral
4532,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Good to haveREAD MORE,0.4404,Positive
4534,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,1 star to Flipkart for Faltu offer meant I waited so long but found nothing on the name of huge discount. 1 star for packaging. 1 star for delivery and handling managed by Ekart. For iPhone 14 - awesome phone.READ MORE,0.8625,Positive
4535,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Osm really excellentREAD MORE,0.0,Neutral
4537,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",2,Bad quality,Flash light not working of new phoneREAD MORE,0.0,Neutral
4539,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Really Nice,Totally worth it.READ MORE,0.2944,Positive
4540,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,"Good build quality, awesome design and great camera, battery lasts 24 hours in morderate use. You can record video upto 4 hpurs in 4k 30 fpsREAD MORE",0.9022,Positive
4541,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Just awesomeREAD MORE,0.0,Neutral
4542,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,"Everything is superb except battery performance, should be improved as they charged.READ MORE",0.802,Positive
4543,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Terrible product,My screen got struck and i am unable yo use it....Please refrain from buying itREAD MORE,-0.25,Negative
4544,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Nice product,My Frist IOS phone. Experience is real great.READ MORE,0.0,Neutral
4546,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Camera is very goodREAD MORE,0.0,Neutral
4548,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good quality product,I have bought this Iphone 14 with a lot of expectations.I was an Android user and I was using OnePlus 7t from last 5-6 years. I have noticed Iphone 14 has wonderful performance and security features .I will give 4 on camera quality as I was expecting more after paying 70k.Over all its a nice product and people should go with it if they are going for the first time with the brand.READ MORE,0.836,Positive
4549,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Very goodREAD MORE,0.0,Neutral
4550,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,The phone is super classy and superfast. No issues found with the device except the battery thing which drains bit fast.READ MORE,0.6808,Positive
4553,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Pretty good,Everything is excellent wxcept battery backupREAD MORE,0.5719,Positive
4554,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Iphone 14 good phone. Everything is very good product. ThanksREAD MORE,0.7003,Positive
4557,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Fantastic Phone and FeaturesREAD MORE,0.5574,Positive
4558,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Best productREAD MORE,0.6369,Positive
4559,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Value-for-money,Very goodREAD MORE,0.0,Neutral
4561,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Love itREAD MORE,0.6369,Positive
4562,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,"Superb phone, from its size to design to its interface loved it all.Only issue I felt was that the battery drains fast.READ MORE",0.8402,Positive
4563,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Really Nice,awesome it isREAD MORE,0.6249,Positive
4564,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,"Brand Says it all, no commentsREAD MORE",-0.296,Negative
4565,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Awesome product with great exchange value. SatisfiedREAD MORE,0.891,Positive
4566,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Excellent productREAD MORE,0.5719,Positive
4567,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Very nice productREAD MORE,0.4754,Positive
4568,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Mind blowing 😍READ MORE,0.0,Neutral
4569,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Product is great but little delay in delivery..customer support is excellent and we'll trained and supportive.Love Flipkart ❤️READ MORE,0.906,Positive
4570,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Simply awesome purchase...READ MORE,0.6249,Positive
4571,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,"Nice product, awesomeREAD MORE",0.4215,Positive
4572,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Good mobile with ultimate speed and high performance.READ MORE,0.4404,Positive
4575,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Received the package without any problem. Package is safe and sound. No issues with Apple Iphone 14. Great color. Extremely Satisfied.READ MORE,0.794,Positive
4577,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Absolute rubbish!,Not GoodREAD MORE,0.0,Neutral
4578,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Very nice productREAD MORE,0.4754,Positive
4579,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Nice productREAD MORE,0.4215,Positive
4580,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Very nice phone goodREAD MORE,0.4754,Positive
4581,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Apple product us always an apple productREAD MORE,0.0,Neutral
4582,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Worth of moneyREAD MORE,0.2263,Positive
4583,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Nice productsREAD MORE,0.4215,Positive
4584,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good choice,I expected much better battery backup. Except that battery everything looks good.READ MORE,0.4404,Positive
4585,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Very nice productREAD MORE,0.4754,Positive
4587,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,It's so Elegant.....So Beautiful......It's just like a WoW..... WoW..... WoW.....no.1READ MORE,0.8779,Positive
4588,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Nice oneREAD MORE,0.4215,Positive
4591,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Awesome loved itREAD MORE,0.8402,Positive
4593,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Nice,Producing huge heat compared to other modelsREAD MORE,0.3182,Positive
4594,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Absolute rubbish!,Bad product given by FlipkartREAD MORE,-0.5423,Negative
4596,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,good buy,"looking good , new and authentic, but little heating while chargingREAD MORE",0.2382,Positive
4597,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,"Thank you for quick delivery and I phone is always awesome as you guys now, nothing is comparable to I phone🫰🏻READ MORE",0.765,Positive
4598,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,I am happy with the mobile and its features.Compared to android devices Mobile screen is better and pleasant to eyes. Build quality is good. No bloatware installed.READ MORE,0.891,Positive
4599,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Camera and battery quality is perfect.READ MORE,0.0,Neutral
4601,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,Nice 👍 varun tinker my phone bestREAD MORE,0.4215,Positive
4602,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,I am happy for productREAD MORE,0.5719,Positive
4603,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Very goodREAD MORE,0.0,Neutral
4604,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Top notchREAD MORE,0.2023,Positive
4605,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,There nothing more to mention on iphone. This particular yellow colour is awesome.READ MORE,0.0,Neutral
4606,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,"The brand that does not need any promotion.Well, it was tough to choose between the colours when I wanted to purchase. White was the choice. Looks better than I expected.Camera : good enough for normal photography(4/5)Performance: Smooth , very responsive (5/5)Battery: lasts more than a day if not into gaming (4/5)Charging: Relatively quicker. No heating (5/5)Build : Stylish (5/5)Happy with the purchase.READ MORE",0.8622,Positive
4607,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Nice productREAD MORE,0.4215,Positive
4609,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Happy with new iPhone 14 but the design is somewhere is same with the iPhone iPhone 13READ MORE,0.3291,Positive
4610,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,very good productREAD MORE,0.4927,Positive
4611,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Delightful,"My first time using Iphone. Overall best performance.Camera, screen display, audio are all on peak and really impressive. However, i was shocked on the UI lags which happens sometimes (Very minor). Hoping it will be rectified in ios updateREAD MORE",0.7947,Positive
4612,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Over all good 😊READ MORE,0.4404,Positive
4613,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Good purchaseREAD MORE,0.4404,Positive
4614,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,I upgraded from iphone 12. Much better than iphone 12. Love itREAD MORE,0.7964,Positive
4616,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Worth the money,"Pto Plus budget go for Apple rest just super waste of money, for for Vivo Xiomi they have great devices nowREAD MORE",0.7351,Positive
4617,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Really Nice,Nice product👍READ MORE,0.4215,Positive
4619,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Just iPhone as it should be.READ MORE,0.0,Neutral
4620,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Fair,Nice 👍🙂READ MORE,0.4215,Positive
4621,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Worth the money,Super workingREAD MORE,0.5994,Positive
4624,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Pretty good,Very good phone I love it 😍🥰READ MORE,0.8251,Positive
